Book;Chapter;Character A;Character B;Relationship
Gillian Flynn: Gone Girl;45;Marybeth Elliott;Nick Dunne;positive
Gillian Flynn: Gone Girl;45;Nick Dunne;Rand Elliott;positive
Gillian Flynn: Gone Girl;45;Nick Dunne;Tanner Bolt;positive
Gillian Flynn: Gone Girl;46;Amy Elliott Dunne;Marybeth Elliott;neutral
Gillian Flynn: Gone Girl;46;Amy Elliott Dunne;Nick Dunne;negative
Gillian Flynn: Gone Girl;46;Amy Elliott Dunne;Rand Elliott;neutral
Gillian Flynn: Gone Girl;46;Marybeth Elliott;Nick Dunne;neutral
Gillian Flynn: Gone Girl;46;Nick Dunne;Rand Elliott;neutral
Gillian Flynn: Gone Girl;47;Amy Elliott Dunne;Nick Dunne;negative
Gillian Flynn: Gone Girl;47;Amy Elliott Dunne;Rhonda Boney;negative
Gillian Flynn: Gone Girl;47;Nick Dunne;Rhonda Boney;neutral
Gillian Flynn: Gone Girl;48;Amy Elliott Dunne;Desi Collings;negative
Gillian Flynn: Gone Girl;48;Amy Elliott Dunne;Jacqueline Collings;negative
Gillian Flynn: Gone Girl;48;Amy Elliott Dunne;Nick Dunne;negative
Gillian Flynn: Gone Girl;48;Amy Elliott Dunne;Rhonda Boney;negative
Gillian Flynn: Gone Girl;48;Amy Elliott Dunne;Sharon Schieber;neutral
Gillian Flynn: Gone Girl;48;Amy Elliott Dunne;Tanner Bolt;negative
Gillian Flynn: Gone Girl;48;Nick Dunne;Tanner Bolt;positive
Gillian Flynn: Gone Girl;49;Amy Elliott Dunne;Nick Dunne;neutral
Gillian Flynn: Gone Girl;49;Bill Dunne;Nick Dunne;neutral
Gillian Flynn: Gone Girl;49;Nick Dunne;Rhonda Boney;negative
Gillian Flynn: Gone Girl;50;Amy Elliott Dunne;Nick Dunne;negative
Gillian Flynn: Gone Girl;51;Amy Elliott Dunne;Nick Dunne;negative
Gillian Flynn: Gone Girl;51;Nick Dunne;Rhonda Boney;neutral
Gillian Flynn: Gone Girl;52;Amy Elliott Dunne;Desi Collings;negative
Gillian Flynn: Gone Girl;52;Amy Elliott Dunne;Jacqueline Collings;negative
Gillian Flynn: Gone Girl;52;Amy Elliott Dunne;Nick Dunne;negative
Gillian Flynn: Gone Girl;52;Amy Elliott Dunne;Rhonda Boney;negative
Gillian Flynn: Gone Girl;52;Amy Elliott Dunne;Tanner Bolt;negative
Glendon Swarthout: Bless the Beasts and Children;1;Billy Lally;Gerald Goodenow;neutral
Glendon Swarthout: Bless the Beasts and Children;1;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;1;Billy Lally;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;1;Gerald Goodenow;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;1;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;1;John Cotton;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;1;John Cotton;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;1;John Cotton;camp director;negative
Glendon Swarthout: Bless the Beasts and Children;1;Lawrence Teft, III;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;2;Billy Lally;Gerald Goodenow;neutral
Glendon Swarthout: Bless the Beasts and Children;2;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;2;Billy Lally;Lawrence Teft, III;neutral
Glendon Swarthout: Bless the Beasts and Children;2;Billy Lally;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;2;Gerald Goodenow;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;2;Gerald Goodenow;Lawrence Teft, III;neutral
Glendon Swarthout: Bless the Beasts and Children;2;Gerald Goodenow;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;2;Gerald Goodenow;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;2;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;2;John Cotton;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;2;John Cotton;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;2;John Cotton;camp director;negative
Glendon Swarthout: Bless the Beasts and Children;2;Lawrence Teft, III;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;2;Sammy Shecker;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;3;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;3;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;3;John Cotton;Stephen Lally, Jr.;negative
Glendon Swarthout: Bless the Beasts and Children;3;John Cotton;camp director;negative
Glendon Swarthout: Bless the Beasts and Children;4;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;4;Billy Lally;Lawrence Teft, III;neutral
Glendon Swarthout: Bless the Beasts and Children;4;Gerald Goodenow;John Cotton;neutral
Glendon Swarthout: Bless the Beasts and Children;4;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;4;John Cotton;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;4;John Cotton;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;4;John Cotton;camp director;negative
Glendon Swarthout: Bless the Beasts and Children;5;Billy Lally;Gerald Goodenow;neutral
Glendon Swarthout: Bless the Beasts and Children;5;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;5;Billy Lally;Lawrence Teft, III;neutral
Glendon Swarthout: Bless the Beasts and Children;5;Billy Lally;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;5;Gerald Goodenow;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;5;Gerald Goodenow;Lawrence Teft, III;neutral
Glendon Swarthout: Bless the Beasts and Children;5;Gerald Goodenow;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;5;Gerald Goodenow;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;5;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;5;John Cotton;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;5;John Cotton;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;5;John Cotton;camp director;negative
Glendon Swarthout: Bless the Beasts and Children;5;Lawrence Teft, III;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;5;Sammy Shecker;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;6;Billy Lally;Gerald Goodenow;neutral
Glendon Swarthout: Bless the Beasts and Children;6;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;6;Billy Lally;Lawrence Teft, III;neutral
Glendon Swarthout: Bless the Beasts and Children;6;Billy Lally;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;6;Billy Lally;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;6;Gerald Goodenow;John Cotton;neutral
Glendon Swarthout: Bless the Beasts and Children;6;Gerald Goodenow;Lawrence Teft, III;neutral
Glendon Swarthout: Bless the Beasts and Children;6;Gerald Goodenow;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;6;Gerald Goodenow;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;6;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;6;John Cotton;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;6;John Cotton;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;6;John Cotton;camp director;negative
Glendon Swarthout: Bless the Beasts and Children;6;Lawrence Teft, III;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;6;Lawrence Teft, III;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;6;Sammy Shecker;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;7;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;7;Billy Lally;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;7;Billy Lally;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;7;Billy Lally;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;7;Billy Lally;bowlers;negative
Glendon Swarthout: Bless the Beasts and Children;7;Gerald Goodenow;John Cotton;neutral
Glendon Swarthout: Bless the Beasts and Children;7;Gerald Goodenow;Lawrence Teft, III;neutral
Glendon Swarthout: Bless the Beasts and Children;7;Gerald Goodenow;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;7;Gerald Goodenow;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;7;Gerald Goodenow;bowlers;negative
Glendon Swarthout: Bless the Beasts and Children;7;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;7;John Cotton;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;7;John Cotton;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;7;John Cotton;bowlers;negative
Glendon Swarthout: Bless the Beasts and Children;7;Lawrence Teft, III;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;7;Lawrence Teft, III;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;7;Lawrence Teft, III;bowlers;negative
Glendon Swarthout: Bless the Beasts and Children;7;Sammy Shecker;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;7;Sammy Shecker;bowlers;negative
Glendon Swarthout: Bless the Beasts and Children;7;Stephen Lally, Jr.;bowlers;negative
Glendon Swarthout: Bless the Beasts and Children;8;Billy Lally;John Cotton;neutral
Glendon Swarthout: Bless the Beasts and Children;8;Billy Lally;Lawrence Teft, III;neutral
Glendon Swarthout: Bless the Beasts and Children;8;Gerald Goodenow;John Cotton;neutral
Glendon Swarthout: Bless the Beasts and Children;8;Gerald Goodenow;Lawrence Teft, III;neutral
Glendon Swarthout: Bless the Beasts and Children;8;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;8;John Cotton;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;8;John Cotton;Stephen Lally, Jr.;neutral
Glendon Swarthout: Bless the Beasts and Children;8;Lawrence Teft, III;Sammy Shecker;neutral
Glendon Swarthout: Bless the Beasts and Children;8;Lawrence Teft, III;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;9;Billy Lally;Gerald Goodenow;positive
Glendon Swarthout: Bless the Beasts and Children;9;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;9;Billy Lally;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;9;Billy Lally;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;9;Billy Lally;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;9;Gerald Goodenow;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;9;Gerald Goodenow;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;9;Gerald Goodenow;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;9;Gerald Goodenow;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;9;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;9;John Cotton;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;9;John Cotton;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;9;Lawrence Teft, III;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;9;Lawrence Teft, III;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;9;Sammy Shecker;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;10;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;10;Billy Lally;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;10;Gerald Goodenow;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;10;Gerald Goodenow;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;10;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;10;John Cotton;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;10;John Cotton;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;10;Lawrence Teft, III;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;10;Sammy Shecker;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;11;Billy Lally;Gerald Goodenow;positive
Glendon Swarthout: Bless the Beasts and Children;11;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;11;Billy Lally;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;11;Billy Lally;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;11;Billy Lally;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;11;Gerald Goodenow;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;11;Gerald Goodenow;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;11;Gerald Goodenow;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;11;Gerald Goodenow;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;11;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;11;John Cotton;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;11;John Cotton;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;11;Lawrence Teft, III;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;11;Lawrence Teft, III;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;11;Sammy Shecker;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;12;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;12;Billy Lally;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;12;Gerald Goodenow;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;12;Gerald Goodenow;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;12;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;12;John Cotton;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;12;John Cotton;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;12;John Cotton;camp director;neutral
Glendon Swarthout: Bless the Beasts and Children;12;Lawrence Teft, III;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;12;Sammy Shecker;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;13;Billy Lally;Gerald Goodenow;positive
Glendon Swarthout: Bless the Beasts and Children;13;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;13;Billy Lally;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;13;Billy Lally;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;13;Billy Lally;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;13;Gerald Goodenow;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;13;Gerald Goodenow;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;13;Gerald Goodenow;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;13;Gerald Goodenow;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;13;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;13;John Cotton;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;13;John Cotton;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;13;Lawrence Teft, III;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;13;Lawrence Teft, III;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;13;Sammy Shecker;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;14;Billy Lally;Gerald Goodenow;positive
Glendon Swarthout: Bless the Beasts and Children;14;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;14;Billy Lally;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;14;Billy Lally;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;14;Billy Lally;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;14;Gerald Goodenow;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;14;Gerald Goodenow;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;14;Gerald Goodenow;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;14;Gerald Goodenow;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;14;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;14;John Cotton;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;14;John Cotton;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;14;Lawrence Teft, III;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;14;Lawrence Teft, III;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;14;Sammy Shecker;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;15;Billy Lally;Gerald Goodenow;positive
Glendon Swarthout: Bless the Beasts and Children;15;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;15;Billy Lally;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;15;Billy Lally;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;15;Billy Lally;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;15;Gerald Goodenow;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;15;Gerald Goodenow;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;15;Gerald Goodenow;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;15;Gerald Goodenow;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;15;John Cotton;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;15;John Cotton;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;15;John Cotton;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;15;Lawrence Teft, III;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;15;Lawrence Teft, III;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;15;Sammy Shecker;Stephen Lally, Jr.;positive
Glendon Swarthout: Bless the Beasts and Children;16;Billy Lally;Gerald Goodenow;positive
Glendon Swarthout: Bless the Beasts and Children;16;Billy Lally;John Cotton;positive
Glendon Swarthout: Bless the Beasts and Children;16;Billy Lally;Lawrence Teft, III;positive
Glendon Swarthout: Bless the Beasts and Children;16;Billy Lally;Sammy Shecker;positive
Glendon Swarthout: Bless the Beasts and Children;16;Gerald Goodenow;Stephen Lally, Jr.;positive
